,exclude_plaintext_nonbase32,exclude_plaintext_base32,exclude_encrypted_v1,exclude_encrypted_v2,exclude_encrypted_base32,exclude_encrypted_nonbase32,exclude_webp,exclude_nonwebp,baseline-f1_score,baseline-accuracy_score,baseline-precision_score,baseline-recall_score,advanced-only-f1_score,advanced-only-accuracy_score,advanced-only-precision_score,advanced-only-recall_score,fourier-only-f1_score,fourier-only-accuracy_score,fourier-only-precision_score,fourier-only-recall_score,baseline-and-fourier-f1_score,baseline-and-fourier-accuracy_score,baseline-and-fourier-precision_score,baseline-and-fourier-recall_score,advanced-and-fourier-f1_score,advanced-and-fourier-accuracy_score,advanced-and-fourier-precision_score,advanced-and-fourier-recall_score,advanced-f1_score,advanced-accuracy_score,advanced-precision_score,advanced-recall_score,fourier-f1_score,fourier-accuracy_score,fourier-precision_score,fourier-recall_score,n_encrypted,n_non_encrypted,ratio_encrypt_nonencrypt,best_f1_score,improvement_in_advanced,improvement_in_fourier,room_for_improvement,fourier_minus_advanced,percentage_of_room_filled
48,False,False,True,False,False,True,True,False,0.004518680284282856,0.7726050215324612,0.0182092883438035,0.0025798289080999244,0.9003165712570708,0.9577191842041115,0.8518313686319905,0.954659951160518,0.6344339421157056,0.8403957097586738,0.5853767294672313,0.6924717418173854,0.6962696008796158,0.8590964491752662,0.6119690413875449,0.8075078607714724,0.9211290609920759,0.966421548712115,0.8686578681577426,0.9803567132932999,0.8997550115114109,0.9574672950353456,0.8510519647836856,0.9543755614007777,0.9223255029348991,0.9669090761355326,0.8692693423934026,0.9822865052225811,49228,196912,0.25,0.9223255029348991,0.8952363312271281,0.9178068226506163,0.9954813197157172,0.022570491423488215,92.19729235227813
57,False,False,False,True,False,True,True,False,0.004518680284282856,0.7726050215324612,0.0182092883438035,0.0025798289080999244,0.9003165712570708,0.9577191842041115,0.8518313686319905,0.954659951160518,0.6344339421157056,0.8403957097586738,0.5853767294672313,0.6924717418173854,0.6962696008796158,0.8590964491752662,0.6119690413875449,0.8075078607714724,0.9211290609920759,0.966421548712115,0.8686578681577426,0.9803567132932999,0.8997550115114109,0.9574672950353456,0.8510519647836856,0.9543755614007777,0.9223255029348991,0.9669090761355326,0.8692693423934026,0.9822865052225811,49228,196912,0.25,0.9223255029348991,0.8952363312271281,0.9178068226506163,0.9954813197157172,0.022570491423488215,92.19729235227813
39,False,False,True,True,False,True,True,False,0.004518680284282856,0.7726050215324612,0.0182092883438035,0.0025798289080999244,0.9003165712570708,0.9577191842041115,0.8518313686319905,0.954659951160518,0.6344339421157056,0.8403957097586738,0.5853767294672313,0.6924717418173854,0.6962696008796158,0.8590964491752662,0.6119690413875449,0.8075078607714724,0.9211290609920759,0.966421548712115,0.8686578681577426,0.9803567132932999,0.8997550115114109,0.9574672950353456,0.8510519647836856,0.9543755614007777,0.9223255029348991,0.9669090761355326,0.8692693423934026,0.9822865052225811,49228,196912,0.25,0.9223255029348991,0.8952363312271281,0.9178068226506163,0.9954813197157172,0.022570491423488215,92.19729235227813
66,False,False,False,False,False,True,True,False,0.004518680284282856,0.7726050215324612,0.0182092883438035,0.0025798289080999244,0.9003165712570708,0.9577191842041115,0.8518313686319905,0.954659951160518,0.6344339421157056,0.8403957097586738,0.5853767294672313,0.6924717418173854,0.6962696008796158,0.8590964491752662,0.6119690413875449,0.8075078607714724,0.9211290609920759,0.966421548712115,0.8686578681577426,0.9803567132932999,0.8997550115114109,0.9574672950353456,0.8510519647836856,0.9543755614007777,0.9223255029348991,0.9669090761355326,0.8692693423934026,0.9822865052225811,49228,196912,0.25,0.9223255029348991,0.8952363312271281,0.9178068226506163,0.9954813197157172,0.022570491423488215,92.19729235227813
59,False,False,False,True,False,True,False,False,0.0060913942353103025,0.7820513771907042,0.03464219392154185,0.003339399071618123,0.7081065277778688,0.87052799525064,0.644791048553883,0.7852150602709363,0.0,0.7999901055001052,0.0,0.0,0.3770722091704448,0.8178694668101368,0.5970837456803926,0.2757721869168286,0.7527864809618572,0.8859930985863235,0.664637630148851,0.867896006452682,0.7104698887305483,0.8714753936155738,0.6465241987707667,0.7884555175559353,0.7601090874523834,0.8890430781789173,0.6695915682025465,0.8789283663499411,80853,323412,0.25,0.7601090874523834,0.7043784944952379,0.754017693217073,0.9939086057646896,0.04963919872183509,75.86388616053382
50,False,False,True,False,False,True,False,False,0.0060913942353103025,0.7820513771907042,0.03464219392154185,0.003339399071618123,0.7081065277778688,0.87052799525064,0.644791048553883,0.7852150602709363,0.0,0.7999901055001052,0.0,0.0,0.3770722091704448,0.8178694668101368,0.5970837456803926,0.2757721869168286,0.7527864809618572,0.8859930985863235,0.664637630148851,0.867896006452682,0.7104698887305483,0.8714753936155738,0.6465241987707667,0.7884555175559353,0.7601090874523834,0.8890430781789173,0.6695915682025465,0.8789283663499411,80853,323412,0.25,0.7601090874523834,0.7043784944952379,0.754017693217073,0.9939086057646896,0.04963919872183509,75.86388616053382
68,False,False,False,False,False,True,False,False,0.0060913942353103025,0.7820513771907042,0.03464219392154185,0.003339399071618123,0.7081065277778688,0.87052799525064,0.644791048553883,0.7852150602709363,0.0,0.7999901055001052,0.0,0.0,0.3770722091704448,0.8178694668101368,0.5970837456803926,0.2757721869168286,0.7527864809618572,0.8859930985863235,0.664637630148851,0.867896006452682,0.7104698887305483,0.8714753936155738,0.6465241987707667,0.7884555175559353,0.7601090874523834,0.8890430781789173,0.6695915682025465,0.8789283663499411,80853,323412,0.25,0.7601090874523834,0.7043784944952379,0.754017693217073,0.9939086057646896,0.04963919872183509,75.86388616053382
41,False,False,True,True,False,True,False,False,0.0060913942353103025,0.7820513771907042,0.03464219392154185,0.003339399071618123,0.7081065277778688,0.87052799525064,0.644791048553883,0.7852150602709363,0.0,0.7999901055001052,0.0,0.0,0.3770722091704448,0.8178694668101368,0.5970837456803926,0.2757721869168286,0.7527864809618572,0.8859930985863235,0.664637630148851,0.867896006452682,0.7104698887305483,0.8714753936155738,0.6465241987707667,0.7884555175559353,0.7601090874523834,0.8890430781789173,0.6695915682025465,0.8789283663499411,80853,323412,0.25,0.7601090874523834,0.7043784944952379,0.754017693217073,0.9939086057646896,0.04963919872183509,75.86388616053382
1,False,True,True,True,True,False,False,True,0.15987135192649196,0.6769855072463768,0.6012429450921585,0.09220553359683795,0.5510641717341557,0.7640895915678524,0.7535687182272459,0.4343715415019763,0.05657386873397626,0.6660553359683795,0.4857113932078764,0.030039525691699605,0.2682162077032442,0.6890329380764164,0.6223146743689337,0.1709723320158103,0.5958358388675217,0.7856442687747036,0.8019895378211425,0.4740237154150197,0.6060172267236101,0.78266139657444,0.7656087156074184,0.501501976284585,0.6324272449846666,0.7967009222661396,0.7958504958578356,0.524711462450593,31625,63250,0.5,0.6324272449846666,0.4461458747971182,0.4725558930581747,0.8401286480735081,0.02641001826105649,56.248039409415284
10,False,True,True,False,True,False,False,True,0.15987135192649196,0.6769855072463768,0.6012429450921585,0.09220553359683795,0.5510641717341557,0.7640895915678524,0.7535687182272459,0.4343715415019763,0.05657386873397626,0.6660553359683795,0.4857113932078764,0.030039525691699605,0.2682162077032442,0.6890329380764164,0.6223146743689337,0.1709723320158103,0.5958358388675217,0.7856442687747036,0.8019895378211425,0.4740237154150197,0.6060172267236101,0.78266139657444,0.7656087156074184,0.501501976284585,0.6324272449846666,0.7967009222661396,0.7958504958578356,0.524711462450593,31625,63250,0.5,0.6324272449846666,0.4461458747971182,0.4725558930581747,0.8401286480735081,0.02641001826105649,56.248039409415284
28,False,True,False,False,True,False,False,True,0.15987135192649196,0.6769855072463768,0.6012429450921585,0.09220553359683795,0.5510641717341557,0.7640895915678524,0.7535687182272459,0.4343715415019763,0.05657386873397626,0.6660553359683795,0.4857113932078764,0.030039525691699605,0.2682162077032442,0.6890329380764164,0.6223146743689337,0.1709723320158103,0.5958358388675217,0.7856442687747036,0.8019895378211425,0.4740237154150197,0.6060172267236101,0.78266139657444,0.7656087156074184,0.501501976284585,0.6324272449846666,0.7967009222661396,0.7958504958578356,0.524711462450593,31625,63250,0.5,0.6324272449846666,0.4461458747971182,0.4725558930581747,0.8401286480735081,0.02641001826105649,56.248039409415284
19,False,True,False,True,True,False,False,True,0.15987135192649196,0.6769855072463768,0.6012429450921585,0.09220553359683795,0.5510641717341557,0.7640895915678524,0.7535687182272459,0.4343715415019763,0.05657386873397626,0.6660553359683795,0.4857113932078764,0.030039525691699605,0.2682162077032442,0.6890329380764164,0.6223146743689337,0.1709723320158103,0.5958358388675217,0.7856442687747036,0.8019895378211425,0.4740237154150197,0.6060172267236101,0.78266139657444,0.7656087156074184,0.501501976284585,0.6324272449846666,0.7967009222661396,0.7958504958578356,0.524711462450593,31625,63250,0.5,0.6324272449846666,0.4461458747971182,0.4725558930581747,0.8401286480735081,0.02641001826105649,56.248039409415284
55,False,False,False,True,True,False,False,True,0.14740251719375025,0.8060711462450593,0.6108365272717025,0.08382608695652174,0.4557814984648366,0.8449454545454544,0.7645189929364633,0.32471146245059285,0.0,0.8,0.0,0.0,0.22185779744536482,0.8106371541501977,0.6224533488893933,0.1350197628458498,0.5080522161743123,0.8540648221343872,0.7796112238572837,0.3768537549407115,0.5446942845828223,0.8595351778656127,0.7744472535551088,0.420110671936759,0.5575530824238542,0.8622671936758894,0.7797172758814823,0.4340237154150198,31625,126500,0.25,0.5575530824238542,0.39729176738907207,0.4101505652301039,0.8525974828062497,0.012858797841031833,48.106002363522045
37,False,False,True,True,True,False,False,True,0.14740251719375025,0.8060711462450593,0.6108365272717025,0.08382608695652174,0.4557814984648366,0.8449454545454544,0.7645189929364633,0.32471146245059285,0.0,0.8,0.0,0.0,0.22185779744536482,0.8106371541501977,0.6224533488893933,0.1350197628458498,0.5080522161743123,0.8540648221343872,0.7796112238572837,0.3768537549407115,0.5446942845828223,0.8595351778656127,0.7744472535551088,0.420110671936759,0.5575530824238542,0.8622671936758894,0.7797172758814823,0.4340237154150198,31625,126500,0.25,0.5575530824238542,0.39729176738907207,0.4101505652301039,0.8525974828062497,0.012858797841031833,48.106002363522045
46,False,False,True,False,True,False,False,True,0.14740251719375025,0.8060711462450593,0.6108365272717025,0.08382608695652174,0.4557814984648366,0.8449454545454544,0.7645189929364633,0.32471146245059285,0.0,0.8,0.0,0.0,0.22185779744536482,0.8106371541501977,0.6224533488893933,0.1350197628458498,0.5080522161743123,0.8540648221343872,0.7796112238572837,0.3768537549407115,0.5446942845828223,0.8595351778656127,0.7744472535551088,0.420110671936759,0.5575530824238542,0.8622671936758894,0.7797172758814823,0.4340237154150198,31625,126500,0.25,0.5575530824238542,0.39729176738907207,0.4101505652301039,0.8525974828062497,0.012858797841031833,48.106002363522045
64,False,False,False,False,True,False,False,True,0.14740251719375025,0.8060711462450593,0.6108365272717025,0.08382608695652174,0.4557814984648366,0.8449454545454544,0.7645189929364633,0.32471146245059285,0.0,0.8,0.0,0.0,0.22185779744536482,0.8106371541501977,0.6224533488893933,0.1350197628458498,0.5080522161743123,0.8540648221343872,0.7796112238572837,0.3768537549407115,0.5446942845828223,0.8595351778656127,0.7744472535551088,0.420110671936759,0.5575530824238542,0.8622671936758894,0.7797172758814823,0.4340237154150198,31625,126500,0.25,0.5575530824238542,0.39729176738907207,0.4101505652301039,0.8525974828062497,0.012858797841031833,48.106002363522045
51,False,False,True,False,False,False,True,False,0.5890492877228819,0.761832701740176,0.6932629882922069,0.5120764403369453,0.9245265995109063,0.9480512440641802,0.8963452724803991,0.9545380568128179,0.7917729242059395,0.8496858125667478,0.73551857692703,0.8573474021901635,0.8154977196231854,0.8650293889746233,0.7490710466410979,0.8948565405595673,0.9200582810305162,0.9450651401315003,0.8933790510359438,0.9483830090601604,0.925409396152778,0.9485963286195105,0.896180754348511,0.9566100523863547,0.9208051588320425,0.9455492804462731,0.893652003840446,0.9496627640082128,98456,196912,0.5,0.925409396152778,0.33636010842989605,0.3317558711091606,0.4109507122771181,-0.004604237320735449,80.72887117554046
60,False,False,False,True,False,False,True,False,0.5890492877228819,0.761832701740176,0.6932629882922069,0.5120764403369453,0.9245265995109063,0.9480512440641802,0.8963452724803991,0.9545380568128179,0.7917729242059395,0.8496858125667478,0.73551857692703,0.8573474021901635,0.8154977196231854,0.8650293889746233,0.7490710466410979,0.8948565405595673,0.9200582810305162,0.9450651401315003,0.8933790510359438,0.9483830090601604,0.925409396152778,0.9485963286195105,0.896180754348511,0.9566100523863547,0.9208051588320425,0.9455492804462731,0.893652003840446,0.9496627640082128,98456,196912,0.5,0.925409396152778,0.33636010842989605,0.3317558711091606,0.4109507122771181,-0.004604237320735449,80.72887117554046
69,False,False,False,False,False,False,True,False,0.5890492877228819,0.761832701740176,0.6932629882922069,0.5120764403369453,0.9245265995109063,0.9480512440641802,0.8963452724803991,0.9545380568128179,0.7917729242059395,0.8496858125667478,0.73551857692703,0.8573474021901635,0.8154977196231854,0.8650293889746233,0.7490710466410979,0.8948565405595673,0.9200582810305162,0.9450651401315003,0.8933790510359438,0.9483830090601604,0.925409396152778,0.9485963286195105,0.896180754348511,0.9566100523863547,0.9208051588320425,0.9455492804462731,0.893652003840446,0.9496627640082128,98456,196912,0.5,0.925409396152778,0.33636010842989605,0.3317558711091606,0.4109507122771181,-0.004604237320735449,80.72887117554046
42,False,False,True,True,False,False,True,False,0.5890492877228819,0.761832701740176,0.6932629882922069,0.5120764403369453,0.9245265995109063,0.9480512440641802,0.8963452724803991,0.9545380568128179,0.7917729242059395,0.8496858125667478,0.73551857692703,0.8573474021901635,0.8154977196231854,0.8650293889746233,0.7490710466410979,0.8948565405595673,0.9200582810305162,0.9450651401315003,0.8933790510359438,0.9483830090601604,0.925409396152778,0.9485963286195105,0.896180754348511,0.9566100523863547,0.9208051588320425,0.9455492804462731,0.893652003840446,0.9496627640082128,98456,196912,0.5,0.925409396152778,0.33636010842989605,0.3317558711091606,0.4109507122771181,-0.004604237320735449,80.72887117554046
43,False,False,True,True,False,False,False,True,0.06784042715248921,0.6684005270092228,0.5385790340076411,0.03620553359683794,0.3028647246487026,0.7016389986824769,0.684740292898727,0.19443478260869568,0.0,0.6666666666666666,0.0,0.0,0.10964226514635193,0.6744558629776021,0.6206815348125571,0.06014229249011858,0.3418799537695718,0.7118313570487483,0.716044132493473,0.22455335968379447,0.36175143805482946,0.7171541501976285,0.729894431898092,0.2404743083003953,0.38041209599493686,0.7186192358366271,0.7150267571365002,0.25914624505928857,63250,126500,0.5,0.38041209599493686,0.29391101090234023,0.31257166884244764,0.9321595728475108,0.018660657940107406,33.53199151167011
61,False,False,False,True,False,False,False,True,0.06784042715248921,0.6684005270092228,0.5385790340076411,0.03620553359683794,0.3028647246487026,0.7016389986824769,0.684740292898727,0.19443478260869568,0.0,0.6666666666666666,0.0,0.0,0.10964226514635193,0.6744558629776021,0.6206815348125571,0.06014229249011858,0.3418799537695718,0.7118313570487483,0.716044132493473,0.22455335968379447,0.36175143805482946,0.7171541501976285,0.729894431898092,0.2404743083003953,0.38041209599493686,0.7186192358366271,0.7150267571365002,0.25914624505928857,63250,126500,0.5,0.38041209599493686,0.29391101090234023,0.31257166884244764,0.9321595728475108,0.018660657940107406,33.53199151167011
52,False,False,True,False,False,False,False,True,0.06784042715248921,0.6684005270092228,0.5385790340076411,0.03620553359683794,0.3028647246487026,0.7016389986824769,0.684740292898727,0.19443478260869568,0.0,0.6666666666666666,0.0,0.0,0.10964226514635193,0.6744558629776021,0.6206815348125571,0.06014229249011858,0.3418799537695718,0.7118313570487483,0.716044132493473,0.22455335968379447,0.36175143805482946,0.7171541501976285,0.729894431898092,0.2404743083003953,0.38041209599493686,0.7186192358366271,0.7150267571365002,0.25914624505928857,63250,126500,0.5,0.38041209599493686,0.29391101090234023,0.31257166884244764,0.9321595728475108,0.018660657940107406,33.53199151167011
70,False,False,False,False,False,False,False,True,0.06784042715248921,0.6684005270092228,0.5385790340076411,0.03620553359683794,0.3028647246487026,0.7016389986824769,0.684740292898727,0.19443478260869568,0.0,0.6666666666666666,0.0,0.0,0.10964226514635193,0.6744558629776021,0.6206815348125571,0.06014229249011858,0.3418799537695718,0.7118313570487483,0.716044132493473,0.22455335968379447,0.36175143805482946,0.7171541501976285,0.729894431898092,0.2404743083003953,0.38041209599493686,0.7186192358366271,0.7150267571365002,0.25914624505928857,63250,126500,0.5,0.38041209599493686,0.29391101090234023,0.31257166884244764,0.9321595728475108,0.018660657940107406,33.53199151167011
44,False,False,True,True,False,False,False,False,0.4995954972370555,0.7064363717534594,0.5784991249967104,0.4396373573533171,0.698570842823931,0.7879320082299938,0.6637793780028752,0.737220663123628,0.5205916459525249,0.7120288272012836,0.5848581389209319,0.4690796878237985,0.6226802205028659,0.7407702841714598,0.6047909426922446,0.6416954337835432,0.7052763554283892,0.7897810414999115,0.6620192820219899,0.7545916896857363,0.7078237741175682,0.7927329024029527,0.6676136760360042,0.7531940894338246,0.7136961906834465,0.7949571019402629,0.6675491655475161,0.7667062647075671,161706,323412,0.5,0.7136961906834465,0.20822827688051276,0.214100693446391,0.5004045027629445,0.005872416565878225,42.78552496315495
