,Unnamed: 0,exclude_plaintext_nonbase32,exclude_plaintext_base32,exclude_encrypted_v1,exclude_encrypted_v2,exclude_encrypted_base32,exclude_encrypted_nonbase32,exclude_webp,exclude_nonwebp,baseline-f1_score,baseline-accuracy_score,baseline-precision_score,baseline-recall_score,advanced-only-f1_score,advanced-only-accuracy_score,advanced-only-precision_score,advanced-only-recall_score,fourier-only-f1_score,fourier-only-accuracy_score,fourier-only-precision_score,fourier-only-recall_score,baseline-and-fourier-f1_score,baseline-and-fourier-accuracy_score,baseline-and-fourier-precision_score,baseline-and-fourier-recall_score,advanced-and-fourier-f1_score,advanced-and-fourier-accuracy_score,advanced-and-fourier-precision_score,advanced-and-fourier-recall_score,advanced-f1_score,advanced-accuracy_score,advanced-precision_score,advanced-recall_score,fourier-f1_score,fourier-accuracy_score,fourier-precision_score,fourier-recall_score,n_encrypted,n_non_encrypted,ratio_encrypt_nonencrypt,best_f1_score,improvement_in_advanced,improvement_in_fourier,room_for_improvement,fourier_minus_advanced,percentage_of_room_filled
0,10,True,True,True,False,True,False,False,True,0.7962343207764085,0.7738999959446856,0.7340059041709024,0.8699944093922211,0.8388528285613045,0.8292550387282533,0.8054094899773382,0.8752016612091686,0.8069926197182712,0.7674114927612636,0.697321799626051,0.9576072198706176,0.8208053421063752,0.7926031063708991,0.7311883593044246,0.9354684130660492,0.849538320193075,0.8410478932641225,0.8178845326671633,0.8837473045283923,0.8445154173214752,0.835443448639442,0.8116853678091946,0.8801213960546284,0.8527218746832721,0.8442353704529786,0.8201032244941022,0.8880600591007107,62605,60690,1.0315537979897842,0.8527218746832721,0.0482810965450666,0.0564875539068635,0.2037656792235914,0.0082064573617969,27.721819553762995
1,19,True,True,False,True,True,False,False,True,0.7962343207764085,0.7738999959446856,0.7340059041709024,0.8699944093922211,0.8388528285613045,0.8292550387282533,0.8054094899773382,0.8752016612091686,0.8069926197182712,0.7674114927612636,0.697321799626051,0.9576072198706176,0.8208053421063752,0.7926031063708991,0.7311883593044246,0.9354684130660492,0.849538320193075,0.8410478932641225,0.8178845326671633,0.8837473045283923,0.8445154173214752,0.835443448639442,0.8116853678091946,0.8801213960546284,0.8527218746832721,0.8442353704529786,0.8201032244941022,0.8880600591007107,62605,60690,1.0315537979897842,0.8527218746832721,0.0482810965450666,0.0564875539068635,0.2037656792235914,0.0082064573617969,27.721819553762995
2,64,True,False,False,False,True,False,False,True,0.7962343207764085,0.7738999959446856,0.7340059041709024,0.8699944093922211,0.8388528285613045,0.8292550387282533,0.8054094899773382,0.8752016612091686,0.8069926197182712,0.7674114927612636,0.697321799626051,0.9576072198706176,0.8208053421063752,0.7926031063708991,0.7311883593044246,0.9354684130660492,0.849538320193075,0.8410478932641225,0.8178845326671633,0.8837473045283923,0.8445154173214752,0.835443448639442,0.8116853678091946,0.8801213960546284,0.8527218746832721,0.8442353704529786,0.8201032244941022,0.8880600591007107,62605,60690,1.0315537979897842,0.8527218746832721,0.0482810965450666,0.0564875539068635,0.2037656792235914,0.0082064573617969,27.721819553762995
3,136,False,False,False,False,True,False,False,True,0.7962343207764085,0.7738999959446856,0.7340059041709024,0.8699944093922211,0.8388528285613045,0.8292550387282533,0.8054094899773382,0.8752016612091686,0.8069926197182712,0.7674114927612636,0.697321799626051,0.9576072198706176,0.8208053421063752,0.7926031063708991,0.7311883593044246,0.9354684130660492,0.849538320193075,0.8410478932641225,0.8178845326671633,0.8837473045283923,0.8445154173214752,0.835443448639442,0.8116853678091946,0.8801213960546284,0.8527218746832721,0.8442353704529786,0.8201032244941022,0.8880600591007107,62605,60690,1.0315537979897842,0.8527218746832721,0.0482810965450666,0.0564875539068635,0.2037656792235914,0.0082064573617969,27.721819553762995
4,37,True,False,True,True,True,False,False,True,0.7962343207764085,0.7738999959446856,0.7340059041709024,0.8699944093922211,0.8388528285613045,0.8292550387282533,0.8054094899773382,0.8752016612091686,0.8069926197182712,0.7674114927612636,0.697321799626051,0.9576072198706176,0.8208053421063752,0.7926031063708991,0.7311883593044246,0.9354684130660492,0.849538320193075,0.8410478932641225,0.8178845326671633,0.8837473045283923,0.8445154173214752,0.835443448639442,0.8116853678091946,0.8801213960546284,0.8527218746832721,0.8442353704529786,0.8201032244941022,0.8880600591007107,62605,60690,1.0315537979897842,0.8527218746832721,0.0482810965450666,0.0564875539068635,0.2037656792235914,0.0082064573617969,27.721819553762995
5,127,False,False,False,True,True,False,False,True,0.7962343207764085,0.7738999959446856,0.7340059041709024,0.8699944093922211,0.8388528285613045,0.8292550387282533,0.8054094899773382,0.8752016612091686,0.8069926197182712,0.7674114927612636,0.697321799626051,0.9576072198706176,0.8208053421063752,0.7926031063708991,0.7311883593044246,0.9354684130660492,0.849538320193075,0.8410478932641225,0.8178845326671633,0.8837473045283923,0.8445154173214752,0.835443448639442,0.8116853678091946,0.8801213960546284,0.8527218746832721,0.8442353704529786,0.8201032244941022,0.8880600591007107,62605,60690,1.0315537979897842,0.8527218746832721,0.0482810965450666,0.0564875539068635,0.2037656792235914,0.0082064573617969,27.721819553762995
6,46,True,False,True,False,True,False,False,True,0.7962343207764085,0.7738999959446856,0.7340059041709024,0.8699944093922211,0.8388528285613045,0.8292550387282533,0.8054094899773382,0.8752016612091686,0.8069926197182712,0.7674114927612636,0.697321799626051,0.9576072198706176,0.8208053421063752,0.7926031063708991,0.7311883593044246,0.9354684130660492,0.849538320193075,0.8410478932641225,0.8178845326671633,0.8837473045283923,0.8445154173214752,0.835443448639442,0.8116853678091946,0.8801213960546284,0.8527218746832721,0.8442353704529786,0.8201032244941022,0.8880600591007107,62605,60690,1.0315537979897842,0.8527218746832721,0.0482810965450666,0.0564875539068635,0.2037656792235914,0.0082064573617969,27.721819553762995
7,109,False,False,True,True,True,False,False,True,0.7962343207764085,0.7738999959446856,0.7340059041709024,0.8699944093922211,0.8388528285613045,0.8292550387282533,0.8054094899773382,0.8752016612091686,0.8069926197182712,0.7674114927612636,0.697321799626051,0.9576072198706176,0.8208053421063752,0.7926031063708991,0.7311883593044246,0.9354684130660492,0.849538320193075,0.8410478932641225,0.8178845326671633,0.8837473045283923,0.8445154173214752,0.835443448639442,0.8116853678091946,0.8801213960546284,0.8527218746832721,0.8442353704529786,0.8201032244941022,0.8880600591007107,62605,60690,1.0315537979897842,0.8527218746832721,0.0482810965450666,0.0564875539068635,0.2037656792235914,0.0082064573617969,27.721819553762995
8,118,False,False,True,False,True,False,False,True,0.7962343207764085,0.7738999959446856,0.7340059041709024,0.8699944093922211,0.8388528285613045,0.8292550387282533,0.8054094899773382,0.8752016612091686,0.8069926197182712,0.7674114927612636,0.697321799626051,0.9576072198706176,0.8208053421063752,0.7926031063708991,0.7311883593044246,0.9354684130660492,0.849538320193075,0.8410478932641225,0.8178845326671633,0.8837473045283923,0.8445154173214752,0.835443448639442,0.8116853678091946,0.8801213960546284,0.8527218746832721,0.8442353704529786,0.8201032244941022,0.8880600591007107,62605,60690,1.0315537979897842,0.8527218746832721,0.0482810965450666,0.0564875539068635,0.2037656792235914,0.0082064573617969,27.721819553762995
9,100,False,True,False,False,True,False,False,True,0.7962343207764085,0.7738999959446856,0.7340059041709024,0.8699944093922211,0.8388528285613045,0.8292550387282533,0.8054094899773382,0.8752016612091686,0.8069926197182712,0.7674114927612636,0.697321799626051,0.9576072198706176,0.8208053421063752,0.7926031063708991,0.7311883593044246,0.9354684130660492,0.849538320193075,0.8410478932641225,0.8178845326671633,0.8837473045283923,0.8445154173214752,0.835443448639442,0.8116853678091946,0.8801213960546284,0.8527218746832721,0.8442353704529786,0.8201032244941022,0.8880600591007107,62605,60690,1.0315537979897842,0.8527218746832721,0.0482810965450666,0.0564875539068635,0.2037656792235914,0.0082064573617969,27.721819553762995
